nb_plaque[*][*]		temps[s][*]		acouts[*][*]
30			262.3			80
20			1201.7			170
15			4977.4			5099
14			557.8			1095
13			411.4			1386
12			220.6			1293
11			116.1			1032
10			100.5			1367
9			150.9			3215
8			77.4			2368
7			86.8			3613
6			73.9			4196
5			51.8			4116
4			68.4			6564
3			116.6			12188
2			109.7			14842
1			109.0			21622
