858.47	0.000
865.10	25.111
871.73	26.103
878.36	22.594
885.00	21.688
891.63	20.727
898.27	19.440
904.90	18.190
911.54	17.144
918.17	16.048
924.81	15.216
931.45	14.519
938.09	13.616
944.73	13.115
951.37	12.354
958.01	11.778
964.65	11.318
971.29	10.984
977.93	10.694
984.57	10.440
991.22	10.263
997.86	10.158
1004.51	9.997
1011.15	10.039
1017.80	9.989
1024.45	10.035
1031.09	10.137
1037.74	10.219
1044.39	10.381
1051.04	10.609
1057.69	10.577
1064.34	10.953
1070.99	11.095
1077.64	11.356
1084.30	11.612
1090.95	11.773
1097.60	12.025
1104.26	12.414
1110.91	12.595
1117.57	12.854
1124.23	13.151
1130.88	13.456
1137.54	13.755
1144.20	13.971
1150.86	14.361
1157.52	14.631
1164.18	15.004
1170.84	15.289
1177.50	15.609
1184.17	15.792
1190.83	15.961
1197.50	16.043
1204.16	16.436
1210.83	16.407
1217.49	16.414
1224.16	16.700
1230.83	16.757
1237.50	16.803
1244.17	16.702
1250.84	16.763
1257.51	16.719
1264.18	16.744
1270.85	16.454
1277.53	16.378
1284.20	16.319
1290.88	16.439
1297.55	16.258
1304.23	16.317
1310.91	16.280
1317.58	16.415
1324.26	16.293
1330.94	16.240
1337.62	16.101
1344.30	16.054
1350.98	16.068
1357.67	15.811
1364.35	15.714
1371.03	15.730
1377.72	15.875
1384.40	16.109
1391.09	15.843
1397.78	15.740
1404.47	16.000
1411.15	15.870
1417.84	16.235
1424.53	15.978
1431.23	15.957
1437.92	15.887
1444.61	15.889
1451.30	15.725
1458.00	15.486
1464.69	14.988
1471.39	15.184
1478.09	14.652
1484.78	15.002
1491.48	14.712
1498.18	14.536
1504.88	14.700
1511.58	14.515
1518.29	14.257
1524.99	14.447
1531.69	13.945
1538.40	13.782
1545.10	13.804
1551.81	13.563
1558.52	13.394
1565.22	13.394
1571.93	12.855
1578.64	12.752
1585.35	12.765
1592.06	12.443
1598.78	12.404
1605.49	12.541
1612.20	12.195
1618.92	12.186
1625.63	12.211
1632.35	11.964
1639.07	11.855
1645.79	11.576
1652.51	11.402
1659.23	11.628
1665.95	11.314
1672.67	10.763
1679.39	10.651
1686.12	10.460
1692.84	10.259
1699.57	9.922
1706.29	9.559
1713.02	9.603
1719.75	9.665
1726.48	9.554
1733.21	9.842
1739.94	9.662
1746.67	9.703
1753.40	9.508
1760.14	9.479
1766.87	9.365
1773.61	9.531
1780.35	9.247
1787.08	9.167
1793.82	9.144
1800.56	8.909
1807.30	8.705
1814.04	8.707
1820.79	8.241
1827.53	7.995
1834.27	7.864
1841.02	7.673
1847.77	7.651
1854.51	7.680
1861.26	7.572
1868.01	7.514
1874.76	7.571
1881.51	7.542
1888.26	7.397
1895.02	7.403
1901.77	7.546
1908.53	7.486
1915.28	7.773
1922.04	7.645
1928.80	7.862
1935.56	7.800
1942.32	7.824
1949.08	7.696
1955.84	7.837
1962.60	7.628
1969.37	7.556
1976.13	7.501
1982.90	7.424
1989.67	7.378
1996.43	7.306
2003.20	7.195
2009.97	7.336
2016.74	7.445
2023.52	7.410
2030.29	7.626
2037.07	7.707
2043.84	7.840
2050.62	7.909
2057.39	7.866
2064.17	7.925
2070.95	7.959
2077.73	7.913
2084.52	8.020
2091.30	8.056
2098.08	8.193
2104.87	8.288
2111.65	8.428
2118.44	8.691
2125.23	8.973
2132.02	9.120
2138.81	9.365
2145.60	9.469
2152.39	9.523
2159.19	9.650
2165.98	9.784
2172.78	9.961
2179.57	10.106
2186.37	10.143
2193.17	10.210
2199.97	10.426
2206.77	10.614
2213.57	10.665
2220.38	10.892
2227.18	11.074
2233.99	11.314
2240.80	11.478
2247.60	11.761
2254.41	11.880
2261.22	11.974
2268.03	11.954
2274.85	11.983
2281.66	12.144
2288.47	12.527
2295.29	12.760
2302.11	13.059
2308.93	13.503
2315.75	13.893
2322.57	14.355
2329.39	14.606
2336.21	14.749
2343.03	15.120
2349.86	15.485
2356.69	15.965
2363.51	16.369
2370.34	16.829
2377.17	17.253
2384.00	18.249
2390.83	18.767
2397.67	19.622
2404.50	20.238
2411.34	20.809
2418.17	21.006
2425.01	21.654
2431.85	22.347
2438.69	22.656
2445.53	23.379
2452.38	24.369
2459.22	25.308
2466.07	26.879
2472.91	28.621
2479.76	29.748
2486.61	31.108
2493.46	32.786
2500.31	33.893
2507.16	35.955
2514.02	36.084
2520.87	37.140
2527.73	37.764
2534.58	40.010
2541.44	41.618
2548.30	42.310
2555.16	42.679
2562.03	46.900
2568.89	42.195
2575.75	44.638
