858.47	0.000
865.10	17.164
871.73	18.110
878.36	18.295
885.00	18.748
891.63	19.186
898.27	19.704
904.90	20.013
911.54	20.455
918.17	21.095
924.81	21.341
931.45	21.884
938.09	21.582
944.73	21.539
951.37	21.831
958.01	22.049
964.65	21.880
971.29	22.145
977.93	22.395
984.57	22.100
991.22	21.630
997.86	21.142
1004.51	20.777
1011.15	20.105
1017.80	19.298
1024.45	18.847
1031.09	18.541
1037.74	17.626
1044.39	17.095
1051.04	16.299
1057.69	15.714
1064.34	14.786
1070.99	14.188
1077.64	13.422
1084.30	12.514
1090.95	11.831
1097.60	11.023
1104.26	10.212
1110.91	9.673
1117.57	9.286
1124.23	8.638
1130.88	8.487
1137.54	8.148
1144.20	7.846
1150.86	7.528
1157.52	7.319
1164.18	7.136
1170.84	6.913
1177.50	6.877
1184.17	6.772
1190.83	6.643
1197.50	6.543
1204.16	6.578
1210.83	6.527
1217.49	6.465
1224.16	6.573
1230.83	6.779
1237.50	6.912
1244.17	7.054
1250.84	7.192
1257.51	7.527
1264.18	7.486
1270.85	7.623
1277.53	7.814
1284.20	8.032
1290.88	8.043
1297.55	8.399
1304.23	8.691
1310.91	8.858
1317.58	9.090
1324.26	9.576
1330.94	9.729
1337.62	9.944
1344.30	10.078
1350.98	10.441
1357.67	10.541
1364.35	10.638
1371.03	11.153
1377.72	11.409
1384.40	11.709
1391.09	12.206
1397.78	12.636
1404.47	12.623
1411.15	12.943
1417.84	12.962
1424.53	13.053
1431.23	12.994
1437.92	13.441
1444.61	13.296
1451.30	13.272
1458.00	13.058
1464.69	13.106
1471.39	12.643
1478.09	12.933
1484.78	12.723
1491.48	12.740
1498.18	12.275
1504.88	12.115
1511.58	11.836
1518.29	11.795
1524.99	11.529
1531.69	11.852
1538.40	11.590
1545.10	10.881
1551.81	10.648
1558.52	10.268
1565.22	9.633
1571.93	9.673
1578.64	9.600
1585.35	9.250
1592.06	8.977
1598.78	8.780
1605.49	8.261
1612.20	8.140
1618.92	7.800
1625.63	7.419
1632.35	7.315
1639.07	6.858
1645.79	6.457
1652.51	6.364
1659.23	6.479
1665.95	6.428
1672.67	6.429
1679.39	6.279
1686.12	6.179
1692.84	5.918
1699.57	5.649
1706.29	5.577
1713.02	5.657
1719.75	5.508
1726.48	5.363
1733.21	5.230
1739.94	5.257
1746.67	5.097
1753.40	5.090
1760.14	5.098
1766.87	5.031
1773.61	4.844
1780.35	4.944
1787.08	4.938
1793.82	4.780
1800.56	4.937
1807.30	4.879
1814.04	4.621
1820.79	4.604
1827.53	4.570
1834.27	4.385
1841.02	4.443
1847.77	4.736
1854.51	4.757
1861.26	4.866
1868.01	4.988
1874.76	4.992
1881.51	5.064
1888.26	5.023
1895.02	5.050
1901.77	5.023
1908.53	5.276
1915.28	4.992
1922.04	5.093
1928.80	5.039
1935.56	5.287
1942.32	5.235
1949.08	5.604
1955.84	5.896
1962.60	6.184
1969.37	6.030
1976.13	5.947
1982.90	6.025
1989.67	5.822
1996.43	5.748
2003.20	5.920
2009.97	6.273
2016.74	6.387
2023.52	6.675
2030.29	6.756
2037.07	6.891
2043.84	6.795
2050.62	6.741
2057.39	6.631
2064.17	6.799
2070.95	6.829
2077.73	6.997
2084.52	7.057
2091.30	7.289
2098.08	7.443
2104.87	7.725
2111.65	7.795
2118.44	8.039
2125.23	8.200
2132.02	8.390
2138.81	8.364
2145.60	8.729
2152.39	8.913
2159.19	9.001
2165.98	9.119
2172.78	9.418
2179.57	9.713
2186.37	10.088
2193.17	10.586
2199.97	10.687
2206.77	10.795
2213.57	10.844
2220.38	10.851
2227.18	11.203
2233.99	11.314
2240.80	11.758
2247.60	11.853
2254.41	12.415
2261.22	12.212
2268.03	12.717
2274.85	12.766
2281.66	12.979
2288.47	12.796
2295.29	13.247
2302.11	13.453
2308.93	13.598
2315.75	13.972
2322.57	14.338
2329.39	14.493
2336.21	14.951
2343.03	15.283
2349.86	16.054
2356.69	16.471
2363.51	16.302
2370.34	16.540
2377.17	17.587
2384.00	17.769
2390.83	17.176
2397.67	17.489
2404.50	16.787
2411.34	15.936
2418.17	15.469
2425.01	16.028
2431.85	16.602
2438.69	17.636
2445.53	18.111
2452.38	17.954
2459.22	18.474
2466.07	18.728
2472.91	19.393
2479.76	19.897
2486.61	21.291
2493.46	21.528
2500.31	21.583
2507.16	22.581
2514.02	23.539
2520.87	22.115
2527.73	23.039
2534.58	24.120
2541.44	23.590
2548.30	24.259
2555.16	27.133
2562.03	27.974
2568.89	29.760
2575.75	29.514
