858.47	0.000
865.10	26.977
871.73	27.102
878.36	26.786
885.00	27.735
891.63	26.977
898.27	25.187
904.90	24.929
911.54	23.995
918.17	24.902
924.81	23.440
931.45	22.988
938.09	21.607
944.73	20.582
951.37	19.682
958.01	19.008
964.65	18.231
971.29	17.027
977.93	16.006
984.57	14.992
991.22	14.507
997.86	13.242
1004.51	12.348
1011.15	11.706
1017.80	11.454
1024.45	11.125
1031.09	10.648
1037.74	10.413
1044.39	10.103
1051.04	10.095
1057.69	10.355
1064.34	10.619
1070.99	10.650
1077.64	11.248
1084.30	11.494
1090.95	11.958
1097.60	12.326
1104.26	12.940
1110.91	13.499
1117.57	13.897
1124.23	14.550
1130.88	15.101
1137.54	15.886
1144.20	16.213
1150.86	16.872
1157.52	17.360
1164.18	17.975
1170.84	18.317
1177.50	18.715
1184.17	18.898
1190.83	19.282
1197.50	19.413
1204.16	19.548
1210.83	19.203
1217.49	19.668
1224.16	19.515
1230.83	19.484
1237.50	19.671
1244.17	19.653
1250.84	19.767
1257.51	18.665
1264.18	19.189
1270.85	18.962
1277.53	19.169
1284.20	18.726
1290.88	18.653
1297.55	18.264
1304.23	18.070
1310.91	17.993
1317.58	17.646
1324.26	17.037
1330.94	16.963
1337.62	16.636
1344.30	16.569
1350.98	15.790
1357.67	16.164
1364.35	16.248
1371.03	16.245
1377.72	16.296
1384.40	15.536
1391.09	15.445
1397.78	15.209
1404.47	15.111
1411.15	14.921
1417.84	14.424
1424.53	14.146
1431.23	14.140
1437.92	13.390
1444.61	13.437
1451.30	12.464
1458.00	12.396
1464.69	11.600
1471.39	11.229
1478.09	10.710
1484.78	10.728
1491.48	10.426
1498.18	10.845
1504.88	10.243
1511.58	10.303
1518.29	9.926
1524.99	9.737
1531.69	9.733
1538.40	9.471
1545.10	9.466
1551.81	9.036
1558.52	8.932
1565.22	9.142
1571.93	9.287
1578.64	9.654
1585.35	9.338
1592.06	9.470
1598.78	9.133
1605.49	9.378
1612.20	9.940
1618.92	10.102
1625.63	9.906
1632.35	9.264
1639.07	9.395
1645.79	9.467
1652.51	9.758
1659.23	9.996
1665.95	10.676
1672.67	11.305
1679.39	10.809
1686.12	10.601
1692.84	10.865
1699.57	11.968
1706.29	12.984
1713.02	13.083
1719.75	13.650
1726.48	13.363
1733.21	13.717
1739.94	13.279
1746.67	14.592
1753.40	14.597
1760.14	15.173
1766.87	14.882
1773.61	15.350
1780.35	15.262
1787.08	15.984
1793.82	16.519
1800.56	16.564
1807.30	17.070
1814.04	16.379
1820.79	16.394
1827.53	15.849
1834.27	15.998
1841.02	16.440
1847.77	15.708
1854.51	16.620
1861.26	16.583
1868.01	17.092
1874.76	17.361
1881.51	17.172
1888.26	17.823
1895.02	16.942
1901.77	17.306
1908.53	16.249
1915.28	17.575
1922.04	17.801
1928.80	18.568
1935.56	17.491
1942.32	17.702
1949.08	17.186
1955.84	17.823
1962.60	17.763
1969.37	18.553
1976.13	18.464
1982.90	18.158
1989.67	18.271
1996.43	17.926
2003.20	18.340
2009.97	17.591
2016.74	18.152
2023.52	18.594
2030.29	18.921
2037.07	18.868
2043.84	18.830
2050.62	18.562
2057.39	18.838
2064.17	18.572
2070.95	19.040
2077.73	19.176
2084.52	19.446
2091.30	19.285
2098.08	18.941
2104.87	18.142
2111.65	18.169
2118.44	17.774
2125.23	18.144
2132.02	18.372
2138.81	18.767
2145.60	19.161
2152.39	19.052
2159.19	19.148
2165.98	18.560
2172.78	18.124
2179.57	18.115
2186.37	18.558
2193.17	18.986
2199.97	18.954
2206.77	18.920
2213.57	18.823
2220.38	18.888
2227.18	18.666
2233.99	18.882
2240.80	18.630
2247.60	19.263
2254.41	19.307
2261.22	20.232
2268.03	20.263
2274.85	20.205
2281.66	19.719
2288.47	19.470
2295.29	19.315
2302.11	19.046
2308.93	19.155
2315.75	19.209
2322.57	19.559
2329.39	19.285
2336.21	19.724
2343.03	19.538
2349.86	20.306
2356.69	20.633
2363.51	21.097
2370.34	21.546
2377.17	20.746
2384.00	20.592
2390.83	20.544
2397.67	21.462
2404.50	22.328
2411.34	22.638
2418.17	23.292
2425.01	23.698
2431.85	24.519
2438.69	25.704
2445.53	25.423
2452.38	25.760
2459.22	24.940
2466.07	24.313
2472.91	25.630
2479.76	28.053
2486.61	29.419
2493.46	30.704
2500.31	30.727
2507.16	33.810
2514.02	33.203
2520.87	33.090
2527.73	33.275
2534.58	33.066
2541.44	35.690
2548.30	35.338
2555.16	34.667
2562.03	31.298
2568.89	31.227
2575.75	33.041
