340.27 0.001 0.01302675 0.462722032142029 1.0896271165655
349.54 0.001 0.0185351 0.462722032142029 1.0896271165655
358.59 0.001413 0.01931687 0.462722032142029 1.0896271165655
367.47 0.003548 0.01891604 0.462722032142029 1.0896271165655
377.16 0.007943 0.01880325 0.462722032142029 1.0896271165655
386.56 0.019951 0.01961863 0.462722032142029 1.0896271165655
395.8 0.035486 0.0191497 0.462722032142029 1.0896271165655
406.2 0.099992 0.01860525 0.462722032142029 1.0896271165655
416.35 0.199722 0.018722 0.462722032142029 1.0896271165655
426.58 0.446163 0.01930403 0.462722032142029 1.0896271165655
436.22 1.412851 0.02148769 0.462722032142029 1.0896271165655
Press Enter to continue
