453.29 1.000576 0.01909112 88.4952998871923 208.390506065386
461.04 2.0 0.02219017 83.359854070903 196.297455317017
467.4 3.00012 0.0246621 86.0321138390578 202.590146184598
481.08 4.0 0.01548842 37.6889703648865 88.7507428918121
476.24 5.0 0.03089703 86.0788621380061 202.700230016032
477.02 6.00096 0.0340788 86.3866650071826 203.425050382287
479.67 7.00084 0.03690002 86.431421101988 203.530442931472
481.77 8.0 0.04073112 86.3886801344689 203.429795644414
484.68 9.002521 0.04393608 86.5790010323305 203.877967109687
485.12 10.0 0.04672607 85.7521766243975 201.930944420166
